Senior Citizen,Partner,Dependents,Tenure Months,Paperless Billing,Monthly Charges,Churn Value,Internet Service_Fiber optic,Internet Service_No,Online Security_Yes,Online Backup_Yes,Device Protection_Yes,Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Sum Of Additional Services,Tenure Category_Loyal Customers,Monthly Charges to Tenure Ratio,Has No Long Term Contract,Is Manual Payment
0,0,0,4,1,90.4,0,True,False,False,False,True,True,False,True,3,False,18.080000000000002,1,1
0,1,0,68,0,60.3,0,False,False,False,True,True,True,True,True,5,True,0.8739130434782608,0,0
0,0,1,38,1,81.85,0,True,False,False,True,False,False,False,False,1,True,2.0987179487179484,1,1
0,1,1,52,0,24.8,0,False,True,False,False,False,False,False,False,0,True,0.4679245283018868,0,1
0,1,0,29,0,75.55,0,False,False,False,False,True,True,True,True,4,True,2.518333333333333,0,1
1,1,1,38,0,101.15,0,True,False,False,True,False,False,True,True,3,True,2.5935897435897437,1,1
0,0,0,48,1,78.75,0,False,False,True,False,True,False,True,True,4,True,1.6071428571428572,0,0
0,0,0,1,1,19.25,0,False,True,False,False,False,False,False,False,0,False,9.625,1,0
0,0,0,22,1,89.05,0,True,False,True,False,False,True,False,True,3,True,3.8717391304347823,1,1
0,0,0,43,0,115.05,0,True,False,True,True,True,True,True,True,6,True,2.6147727272727272,0,0
1,1,0,5,1,69.35,0,True,False,False,False,False,False,False,False,0,False,11.558333333333332,1,1
0,1,0,51,0,110.05,0,True,False,True,True,False,True,True,True,5,True,2.1163461538461537,0,0
0,0,0,71,1,19.9,0,False,True,False,False,False,False,False,False,0,True,0.27638888888888885,0,0
0,1,0,35,1,91.5,0,True,False,False,False,False,True,True,False,2,True,2.5416666666666665,1,0
0,1,0,72,1,60.0,0,False,False,False,True,True,True,True,True,5,True,0.821917808219178,0,1
0,0,0,1,1,44.8,0,False,False,False,False,False,False,False,False,0,False,22.4,1,1
0,1,0,9,0,48.6,0,False,False,True,False,False,False,False,False,1,False,4.86,0,1
0,0,0,69,1,60.05,0,False,False,True,True,False,True,True,True,5,True,0.8578571428571428,0,0
0,1,0,52,1,102.7,0,True,False,False,True,False,True,True,True,4,True,1.937735849056604,1,0
1,1,0,11,1,82.9,0,True,False,False,False,False,True,True,False,2,False,6.908333333333334,1,1
1,1,1,28,1,35.9,0,False,False,False,False,False,False,True,False,1,True,1.2379310344827585,1,1
1,0,0,17,1,82.65,0,True,False,False,False,True,False,False,False,1,True,4.591666666666667,1,0
0,1,1,35,1,19.85,0,False,True,False,False,False,False,False,False,0,True,0.5513888888888889,0,1
0,0,0,8,1,19.2,0,False,True,False,False,False,False,False,False,0,False,2.1333333333333333,0,1
0,0,0,46,1,94.9,0,True,False,False,True,True,False,True,False,3,True,2.019148936170213,0,0
0,0,0,68,1,88.15,0,False,False,True,True,True,True,True,True,6,True,1.277536231884058,0,1
0,0,0,36,1,94.8,0,True,False,False,True,False,False,True,True,3,True,2.562162162162162,1,0
1,0,0,32,0,54.65,0,False,False,False,True,False,True,False,False,2,True,1.656060606060606,1,0
0,1,0,71,0,85.75,0,False,False,True,True,True,True,True,True,6,True,1.1909722222222223,0,0
0,1,1,66,1,67.45,0,False,False,True,True,True,False,False,False,3,True,1.0067164179104477,1,0
0,0,0,63,0,20.5,0,False,True,False,False,False,False,False,False,0,True,0.3203125,0,1
0,0,0,41,1,20.25,0,False,True,False,False,False,False,False,False,0,True,0.48214285714285715,0,0
1,0,0,1,1,72.1,0,True,False,False,False,False,False,False,False,0,False,36.05,1,1
0,1,0,70,0,19.45,0,False,True,False,False,False,False,False,False,0,True,0.27394366197183095,0,0
0,0,0,23,1,44.95,0,False,False,False,False,False,False,True,True,2,True,1.8729166666666668,1,1
1,1,0,64,0,97.0,0,True,False,True,True,True,False,False,True,4,True,1.4923076923076923,0,0
0,1,0,37,1,62.8,0,False,False,True,False,True,True,False,False,3,True,1.6526315789473685,0,0
0,0,0,17,0,44.6,0,False,False,False,False,False,False,False,False,0,True,2.477777777777778,0,1
1,0,0,7,1,89.15,0,True,False,False,False,False,False,True,True,2,False,11.14375,1,1
1,0,0,16,1,54.1,0,False,False,True,False,False,False,False,False,1,True,3.182352941176471,1,1
0,1,0,64,1,105.25,0,True,False,False,True,False,True,True,True,4,True,1.6192307692307693,0,1
0,1,0,42,0,97.1,0,True,False,True,False,False,False,True,True,3,True,2.2581395348837208,0,1
0,0,1,5,0,20.2,0,False,True,False,False,False,False,False,False,0,False,3.3666666666666667,1,1
0,0,0,41,1,98.8,0,True,False,False,True,False,True,True,True,4,True,2.3523809523809525,0,0
0,1,0,58,0,50.3,0,False,False,False,False,True,False,False,False,1,True,0.8525423728813559,0,0
0,0,0,47,1,20.55,0,False,True,False,False,False,False,False,False,0,True,0.42812500000000003,0,1
0,0,0,18,1,75.9,0,True,False,False,False,False,True,False,False,1,True,3.9947368421052634,1,0
0,1,0,23,1,59.95,0,False,False,True,False,False,False,False,True,2,True,2.497916666666667,1,0
0,0,0,1,0,19.15,0,False,True,False,False,False,False,False,False,0,False,9.575,1,1
0,1,0,71,1,98.65,0,True,False,False,False,True,False,True,True,3,True,1.370138888888889,0,0
0,1,1,72,1,112.6,0,True,False,True,True,True,True,True,True,6,True,1.5424657534246575,0,0
0,1,0,33,0,20.6,0,False,True,False,False,False,False,False,False,0,True,0.6058823529411765,0,1
0,0,0,24,0,35.75,0,False,False,True,False,False,True,False,False,2,True,1.43,0,1
0,1,0,56,1,99.75,0,True,False,False,True,True,True,False,True,4,True,1.75,0,0
0,0,0,37,1,96.1,0,True,False,False,True,False,False,True,True,3,True,2.5289473684210524,1,0
0,0,0,43,0,85.1,0,False,False,False,True,True,True,True,True,5,True,1.9340909090909089,0,0
0,0,0,1,0,25.35,0,False,False,False,False,False,False,False,False,0,False,12.675,1,1
0,0,0,61,0,89.65,0,False,False,True,True,True,True,True,True,6,True,1.445967741935484,0,1
0,0,0,17,0,86.75,0,True,False,False,False,True,True,False,False,2,True,4.819444444444445,0,1
0,1,0,41,1,86.2,0,True,False,False,True,True,True,False,False,3,True,2.0523809523809526,0,0
1,1,0,72,1,64.8,0,False,False,True,True,True,True,True,True,6,True,0.8876712328767122,0,0
0,0,0,48,1,108.1,0,True,False,False,True,True,False,True,True,4,True,2.206122448979592,0,0
0,0,0,42,1,54.75,0,False,False,True,True,True,True,False,True,5,True,1.2732558139534884,0,1
0,0,0,44,1,90.4,0,True,False,False,False,True,False,False,True,2,True,2.008888888888889,1,1
0,0,1,1,0,44.0,0,False,False,False,False,False,False,False,False,0,False,22.0,1,1
0,0,0,27,1,95.6,0,True,False,False,False,False,False,True,True,2,True,3.414285714285714,1,0
1,1,0,27,1,84.8,0,False,False,False,True,True,True,True,True,5,True,3.0285714285714285,1,0
1,0,0,2,1,44.3,0,False,False,False,False,False,False,False,False,0,False,14.766666666666666,1,1
0,0,0,19,0,19.9,0,False,True,False,False,False,False,False,False,0,True,0.9949999999999999,1,1
1,1,0,42,1,95.05,0,True,False,False,False,False,False,True,True,2,True,2.2104651162790696,1,1
0,0,0,66,1,90.05,0,False,False,True,True,True,True,True,True,6,True,1.3440298507462687,0,0
1,1,0,33,1,109.9,0,True,False,True,False,True,True,True,True,5,True,3.2323529411764707,1,0
1,0,0,33,1,54.6,0,False,False,False,False,True,True,True,True,4,True,1.6058823529411765,1,1
0,1,0,23,0,20.05,0,False,True,False,False,False,False,False,False,0,True,0.8354166666666667,0,1
0,0,0,32,0,19.75,0,False,True,False,False,False,False,False,False,0,True,0.5984848484848485,0,0
0,0,0,11,0,20.05,0,False,True,False,False,False,False,False,False,0,False,1.6708333333333334,0,0
0,1,0,68,0,55.9,0,False,False,True,False,False,True,False,False,2,True,0.8101449275362319,0,0
0,0,0,20,1,19.7,0,False,True,False,False,False,False,False,False,0,True,0.9380952380952381,0,1
0,0,0,72,1,19.8,0,False,True,False,False,False,False,False,False,0,True,0.27123287671232876,0,0
0,1,0,60,1,95.4,0,True,False,True,False,True,False,True,False,3,True,1.5639344262295083,0,0
1,1,1,32,1,93.95,0,True,False,False,True,False,False,True,True,3,True,2.846969696969697,1,1
0,1,0,46,1,24.45,0,False,True,False,False,False,False,False,False,0,True,0.5202127659574468,0,0
0,1,0,29,1,74.95,0,True,False,False,False,False,False,False,False,0,True,2.4983333333333335,1,1
0,0,0,51,1,87.35,0,True,False,False,True,True,True,False,False,3,True,1.6798076923076921,1,1
1,1,0,48,1,70.65,0,True,False,False,False,False,False,False,False,0,True,1.4418367346938776,1,0
0,1,1,16,0,73.25,0,True,False,False,True,False,False,False,False,1,True,4.3088235294117645,1,0
0,1,0,70,1,98.7,0,True,False,False,True,True,True,False,True,4,True,1.3901408450704227,0,0
0,1,1,40,1,24.8,0,False,True,False,False,False,False,False,False,0,True,0.6048780487804878,0,1
0,1,1,5,1,24.3,0,False,True,False,False,False,False,False,False,0,False,4.05,1,1
0,0,0,7,1,69.85,0,True,False,False,False,False,False,False,False,0,False,8.73125,1,0
0,0,0,29,0,100.55,0,True,False,False,True,True,True,False,True,4,True,3.3516666666666666,0,0
0,1,0,44,0,25.7,0,False,True,False,False,False,False,False,False,0,True,0.5711111111111111,0,1
0,0,0,10,0,40.7,0,False,False,True,True,True,False,False,False,3,False,3.7,1,0
1,1,0,55,0,51.65,0,False,False,False,False,False,False,False,False,0,True,0.9223214285714285,1,0
1,1,0,52,1,105.1,0,True,False,False,True,True,False,True,True,4,True,1.9830188679245282,0,0
0,1,1,10,0,85.95,0,True,False,False,False,False,False,False,True,1,False,7.8136363636363635,1,1
0,0,0,18,1,75.6,0,True,False,False,False,False,False,False,False,0,True,3.978947368421052,1,0
0,1,0,68,0,58.25,0,False,False,True,False,False,True,False,False,2,True,0.8442028985507246,0,0
0,1,0,72,1,65.2,0,False,False,True,True,True,True,True,True,6,True,0.8931506849315068,0,0
0,0,0,2,0,53.45,0,False,False,True,False,True,False,False,False,2,False,17.816666666666666,1,1
0,1,0,41,1,19.75,0,False,True,False,False,False,False,False,False,0,True,0.47023809523809523,0,1
0,0,0,26,1,44.45,0,False,False,False,False,True,True,True,False,3,True,1.6462962962962964,1,0
0,1,0,36,0,20.85,0,False,True,False,False,False,False,False,False,0,True,0.5635135135135135,0,0
0,1,0,72,1,114.05,0,True,False,True,True,True,True,True,True,6,True,1.5623287671232877,0,0
0,1,0,35,1,89.85,0,True,False,False,False,False,True,False,True,2,True,2.495833333333333,1,0
0,0,0,1,0,55.05,0,False,False,False,False,True,True,False,False,2,False,27.525,1,1
0,1,1,16,1,112.95,0,True,False,True,False,True,True,True,True,5,True,6.644117647058824,1,1
1,0,0,49,0,101.55,0,True,False,True,False,False,False,True,True,3,True,2.031,1,0
0,1,0,54,1,114.65,0,True,False,True,True,True,True,True,True,6,True,2.0845454545454545,0,1
0,0,1,18,0,64.8,0,False,False,True,False,False,False,False,True,2,True,3.4105263157894736,1,1
0,1,0,36,0,80.4,0,True,False,False,False,False,False,False,True,1,True,2.172972972972973,1,1
0,1,0,52,1,25.05,0,False,True,False,False,False,False,False,False,0,True,0.47264150943396227,0,0
0,1,1,8,1,94.75,0,True,False,False,False,True,False,True,True,3,False,10.527777777777779,1,1
0,1,0,72,0,105.5,0,True,False,True,True,False,True,True,True,5,True,1.4452054794520548,0,0
0,0,0,64,0,24.7,0,False,True,False,False,False,False,False,False,0,True,0.38,0,1
1,0,0,22,1,69.75,0,False,False,True,False,True,True,False,True,4,True,3.032608695652174,1,1
0,1,0,60,1,60.2,0,False,False,False,True,True,True,True,True,5,True,0.9868852459016394,1,0
0,1,0,61,0,24.4,0,False,True,False,False,False,False,False,False,0,True,0.39354838709677414,0,1
0,0,0,24,1,104.15,0,True,False,False,True,True,False,True,True,4,True,4.166,1,1
0,1,0,28,0,92.9,0,True,False,False,True,True,True,True,False,4,True,3.203448275862069,0,0
0,1,0,30,0,80.8,0,False,False,False,True,True,True,True,True,5,True,2.606451612903226,0,0
0,1,0,2,0,20.0,0,False,True,False,False,False,False,False,False,0,False,6.666666666666667,1,1
0,0,0,1,1,75.1,0,True,False,False,False,False,False,False,False,0,False,37.55,1,1
0,0,1,6,0,19.65,0,False,True,False,False,False,False,False,False,0,False,2.807142857142857,1,1
0,1,0,24,1,69.45,0,False,False,False,True,False,False,True,True,3,True,2.778,1,0
1,1,0,72,1,116.05,0,True,False,True,True,True,True,True,True,6,True,1.5897260273972602,0,0
0,0,0,70,1,40.05,0,False,False,False,False,False,True,False,True,2,True,0.5640845070422534,0,1
1,1,0,64,0,102.1,0,True,False,False,False,True,True,True,True,4,True,1.5707692307692307,0,1
0,1,0,72,1,89.7,0,True,False,False,True,False,False,True,False,2,True,1.2287671232876713,0,1
0,0,0,44,0,19.9,0,False,True,False,False,False,False,False,False,0,True,0.4422222222222222,0,1
1,0,0,17,0,20.65,0,False,True,False,False,False,False,False,False,0,True,1.1472222222222221,0,1
0,1,0,9,1,70.05,0,False,False,False,False,True,False,True,True,3,False,7.005,1,1
0,1,0,24,0,53.6,0,False,False,True,False,False,True,False,False,2,True,2.144,1,1
1,1,1,35,1,76.05,0,False,False,False,True,False,True,True,True,4,True,2.1125,1,1
0,1,1,7,1,75.7,0,False,False,True,True,True,True,True,False,5,False,9.4625,1,1
0,1,1,11,0,19.65,0,False,True,False,False,False,False,False,False,0,False,1.6375,0,1
1,0,0,20,1,81.45,0,True,False,False,False,False,False,False,True,1,True,3.8785714285714286,1,1
0,1,0,72,1,108.5,0,True,False,False,True,True,True,True,True,5,True,1.4863013698630136,0,0
0,1,1,72,1,84.5,0,True,False,False,False,False,False,False,True,1,True,1.1575342465753424,0,0
0,0,0,15,1,100.15,0,True,False,False,True,False,False,True,True,3,True,6.259375,1,1
0,0,0,72,1,88.6,0,False,False,False,True,True,True,True,True,5,True,1.2136986301369863,0,0
0,1,0,0,1,52.55,0,False,False,True,False,True,True,True,False,4,False,52.55,0,0
0,1,1,63,1,104.8,0,True,False,False,True,True,False,True,True,4,True,1.6375,0,0
0,0,0,2,1,59.0,0,False,False,False,True,False,False,True,False,2,False,19.666666666666668,1,1
1,1,0,61,0,64.05,0,False,False,False,True,False,False,False,True,2,True,1.0330645161290322,0,0
0,0,0,1,0,20.4,0,False,True,False,False,False,False,False,False,0,False,10.2,1,1
0,1,0,28,0,60.9,0,False,False,True,True,False,True,False,False,3,True,2.1,1,1
0,1,0,70,0,19.8,0,False,True,False,False,False,False,False,False,0,True,0.27887323943661974,0,0
0,0,0,34,0,116.25,0,True,False,True,True,True,True,True,True,6,True,3.3214285714285716,0,0
1,1,0,71,1,80.7,0,True,False,True,False,False,False,False,False,1,True,1.1208333333333333,0,0
0,1,0,70,0,65.2,0,False,False,True,False,False,False,False,True,2,True,0.9183098591549296,0,0
0,1,1,52,1,84.05,0,True,False,True,False,True,True,False,False,3,True,1.5858490566037735,1,0
0,0,0,69,1,79.45,0,False,False,True,True,True,True,True,False,5,True,1.135,0,0
0,0,1,11,1,78.0,0,True,False,False,False,True,False,False,False,1,False,6.5,1,1
0,0,0,1,0,19.85,0,False,True,False,False,False,False,False,False,0,False,9.925,1,1
1,1,0,20,0,94.3,0,True,False,True,False,True,True,False,True,4,True,4.4904761904761905,0,0
0,0,0,61,1,106.45,0,True,False,True,False,True,False,True,True,4,True,1.7169354838709678,1,1
0,0,0,56,1,105.45,0,True,False,False,True,False,True,True,True,4,True,1.85,1,0
0,0,0,30,1,95.0,0,True,False,True,True,True,True,False,False,4,True,3.064516129032258,1,0
0,0,0,28,0,54.3,0,False,False,True,False,False,True,False,False,2,True,1.8724137931034481,0,1
1,1,0,5,0,70.05,0,True,False,False,False,False,False,False,False,0,False,11.674999999999999,1,1
0,0,0,12,0,20.05,0,False,True,False,False,False,False,False,False,0,True,1.5423076923076924,1,0
0,1,1,67,1,105.4,0,True,False,False,True,True,False,True,True,4,True,1.55,0,1
1,1,0,29,1,51.6,0,False,False,False,False,False,False,False,False,0,True,1.72,1,1
0,1,1,55,0,85.5,0,True,False,False,False,False,False,False,True,1,True,1.5267857142857142,1,0
0,0,0,52,0,91.25,0,True,False,True,False,True,False,True,False,3,True,1.721698113207547,0,1
1,1,1,72,1,115.75,0,True,False,True,True,True,True,True,True,6,True,1.5856164383561644,0,0
0,1,1,58,1,94.7,0,True,False,False,True,False,True,True,False,3,True,1.605084745762712,0,0
0,1,1,35,0,19.6,0,False,True,False,False,False,False,False,False,0,True,0.5444444444444445,0,1
1,0,0,56,1,99.9,0,True,False,False,True,True,True,True,False,4,True,1.7526315789473685,0,0
0,1,1,24,1,21.1,0,False,True,False,False,False,False,False,False,0,True,0.8440000000000001,0,0
0,1,1,70,0,20.05,0,False,True,False,False,False,False,False,False,0,True,0.2823943661971831,0,0
0,0,0,2,1,79.95,0,True,False,False,False,False,False,True,False,1,False,26.650000000000002,1,1
1,1,1,68,1,107.15,0,True,False,False,False,True,True,True,True,4,True,1.5528985507246378,0,0
0,0,0,12,1,89.55,0,True,False,False,False,True,False,True,False,2,True,6.888461538461538,1,1
0,1,0,63,1,81.55,0,True,False,False,True,False,False,False,False,1,True,1.27421875,1,0
0,1,0,33,1,58.45,0,False,False,True,True,True,False,False,False,3,True,1.7191176470588236,0,1
0,1,0,69,1,95.65,0,True,False,False,True,False,False,True,True,3,True,1.3664285714285715,0,0
0,1,0,60,1,80.6,0,False,False,False,True,True,True,True,True,5,True,1.321311475409836,0,0
0,1,1,72,1,113.1,0,True,False,True,True,True,True,True,True,6,True,1.5493150684931507,0,0
0,0,0,11,1,58.95,0,False,False,False,False,False,False,False,True,1,False,4.9125000000000005,1,1
0,0,0,1,0,19.55,0,False,True,False,False,False,False,False,False,0,False,9.775,1,1
0,1,1,34,1,78.95,0,True,False,False,False,False,False,False,True,1,True,2.255714285714286,0,0
0,0,0,65,1,105.05,0,True,False,False,True,False,True,True,True,4,True,1.5916666666666666,0,0
1,1,0,50,1,101.9,0,True,False,True,True,True,False,True,False,4,True,1.9980392156862745,0,0
0,0,0,15,0,19.75,0,False,True,False,False,False,False,False,False,0,True,1.234375,1,1
0,1,1,72,1,110.3,0,True,False,True,True,True,False,True,True,5,True,1.510958904109589,0,0
0,1,1,72,1,115.6,0,True,False,True,True,True,True,True,True,6,True,1.5835616438356164,0,0
0,1,1,55,0,19.35,0,False,True,False,False,False,False,False,False,0,True,0.34553571428571433,0,0
0,1,1,23,1,25.6,0,False,True,False,False,False,False,False,False,0,True,1.0666666666666667,0,0
0,1,0,56,1,68.75,0,False,False,True,False,True,False,False,True,3,True,1.206140350877193,0,0
0,0,0,1,0,19.9,0,False,True,False,False,False,False,False,False,0,False,9.95,1,0
0,0,0,38,0,70.6,0,False,False,True,True,False,True,True,False,4,True,1.81025641025641,0,1
0,0,0,11,0,70.2,0,True,False,False,False,False,False,False,False,0,False,5.8500000000000005,1,1
0,0,0,1,1,49.3,0,False,False,False,False,False,True,False,False,1,False,24.65,1,1
0,1,0,56,1,107.25,0,True,False,False,True,False,True,True,True,4,True,1.881578947368421,0,1
0,1,0,3,1,23.6,0,False,True,False,False,False,False,False,False,0,False,5.9,1,1
0,1,1,7,0,69.7,0,False,False,True,False,False,False,True,True,3,False,8.7125,1,0
0,1,1,59,1,99.5,0,True,False,False,False,True,False,True,True,3,True,1.6583333333333334,0,0
0,0,0,7,0,64.3,0,False,False,False,False,True,True,True,False,3,False,8.0375,1,0
0,1,0,71,1,70.85,0,False,False,True,False,True,True,False,True,4,True,0.9840277777777777,0,0
0,1,1,15,0,101.9,0,True,False,True,False,False,True,True,True,4,True,6.36875,0,1
0,1,0,71,0,73.5,0,False,False,True,True,False,True,True,False,4,True,1.0208333333333333,0,0
0,0,0,11,1,40.4,0,False,False,False,True,True,True,False,False,3,False,3.3666666666666667,0,0
0,1,1,60,1,19.25,0,False,True,False,False,False,False,False,False,0,True,0.3155737704918033,0,0
1,0,0,47,0,59.6,0,False,False,False,True,False,True,False,False,2,True,1.2416666666666667,0,0
0,0,0,11,0,64.9,0,False,False,False,False,True,True,False,True,3,False,5.408333333333334,0,0
1,1,0,28,1,110.85,0,True,False,False,True,True,True,True,True,5,True,3.822413793103448,1,1
0,1,0,61,1,81.05,0,False,False,True,True,False,True,True,True,5,True,1.307258064516129,0,1
0,1,1,31,0,98.05,0,True,False,True,False,True,False,True,False,3,True,3.0640625,0,0
0,0,0,9,1,70.5,0,True,False,False,False,False,False,False,False,0,False,7.05,1,1
1,1,0,35,1,94.55,0,True,False,True,True,False,False,False,True,3,True,2.6263888888888887,1,1
0,0,0,2,1,19.65,0,False,True,False,False,False,False,False,False,0,False,6.55,1,1
0,1,1,1,1,19.0,0,False,True,False,False,False,False,False,False,0,False,9.5,1,1
0,0,0,3,1,20.0,0,False,True,False,False,False,False,False,False,0,False,5.0,1,1
0,0,0,52,1,63.25,0,False,False,True,True,False,False,True,False,3,True,1.1933962264150944,0,0
0,1,0,5,0,20.1,0,False,True,False,False,False,False,False,False,0,False,3.35,0,1
0,1,0,72,1,99.15,0,True,False,True,True,True,False,False,True,4,True,1.358219178082192,0,1
0,1,0,71,0,90.4,0,False,False,True,True,True,True,True,True,6,True,1.2555555555555555,0,1
0,1,0,72,1,111.9,0,True,False,True,False,True,True,True,True,5,True,1.5328767123287672,0,0
0,1,0,46,0,24.9,0,False,True,False,False,False,False,False,False,0,True,0.5297872340425531,0,1
0,1,0,63,0,83.5,0,False,False,True,True,True,False,True,True,5,True,1.3046875,0,0
0,0,0,30,1,84.3,0,True,False,True,True,True,False,False,False,3,True,2.7193548387096773,1,0
0,0,0,1,0,45.6,0,False,False,False,False,False,False,False,False,0,False,22.8,1,1
0,0,0,16,0,54.85,0,False,False,True,True,True,True,True,False,5,True,3.226470588235294,0,1
0,0,0,4,0,65.55,0,False,False,False,False,False,True,False,True,2,False,13.11,1,1
0,1,0,51,1,90.35,0,True,False,False,True,False,False,False,True,2,True,1.7374999999999998,0,0
0,1,0,65,1,20.4,0,False,True,False,False,False,False,False,False,0,True,0.3090909090909091,0,0
0,0,0,16,1,74.55,0,True,False,False,False,False,True,False,False,1,True,4.385294117647058,1,0
0,0,0,2,0,19.95,0,False,True,False,False,False,False,False,False,0,False,6.6499999999999995,0,1
0,1,1,66,1,74.25,0,True,False,False,False,False,False,False,False,0,True,1.1082089552238805,0,0
0,0,0,46,0,108.65,0,True,False,False,True,True,True,True,True,5,True,2.3117021276595744,0,1
0,0,0,32,1,109.55,0,True,False,True,False,True,True,True,True,5,True,3.31969696969697,0,0
0,1,0,72,0,86.65,0,False,False,True,False,True,True,True,True,5,True,1.1869863013698632,0,0
0,1,0,38,0,81.0,0,False,False,True,False,True,True,True,True,5,True,2.076923076923077,0,0
0,0,0,51,0,47.85,0,False,False,False,False,False,True,False,False,1,True,0.9201923076923078,0,0
0,1,1,72,0,114.55,0,True,False,True,True,True,True,True,True,6,True,1.5691780821917807,0,0
0,0,1,66,0,20.55,0,False,True,False,False,False,False,False,False,0,True,0.3067164179104478,0,1
1,0,0,44,1,109.8,0,True,False,True,True,True,False,True,True,5,True,2.44,0,0
0,0,0,50,0,69.5,0,False,False,False,False,True,True,False,True,3,True,1.3627450980392157,0,0
0,0,0,15,0,48.85,0,False,False,False,False,False,False,False,False,0,True,3.053125,1,1
0,0,0,8,1,25.25,0,False,False,False,False,False,False,False,False,0,False,2.8055555555555554,1,0
1,0,0,66,1,102.85,0,True,False,False,False,True,True,True,True,4,True,1.5350746268656716,0,0
0,0,0,57,1,87.55,0,True,False,True,True,False,True,False,False,3,True,1.5094827586206896,1,0
0,0,0,7,1,78.55,0,True,False,False,True,False,False,False,False,1,False,9.81875,1,0
1,1,1,10,1,34.55,0,False,False,False,False,False,False,False,True,1,False,3.1409090909090907,1,0
0,0,0,62,1,92.05,0,True,False,True,True,True,False,False,False,3,True,1.461111111111111,0,1
0,1,1,40,1,85.05,0,True,False,False,False,True,False,True,False,2,True,2.074390243902439,0,1
0,0,0,20,0,19.7,0,False,True,False,False,False,False,False,False,0,True,0.9380952380952381,0,1
0,1,0,25,1,95.15,0,True,False,False,False,False,True,True,True,3,True,3.659615384615385,1,1
0,1,0,23,0,84.25,0,True,False,False,True,True,False,False,False,2,True,3.5104166666666665,1,1
1,1,0,66,0,104.6,0,True,False,False,True,True,False,True,True,4,True,1.5611940298507463,0,0
1,0,0,72,0,111.65,0,True,False,False,True,True,True,True,True,5,True,1.5294520547945207,0,1
0,1,0,46,0,55.0,0,False,False,True,False,False,False,False,False,1,True,1.1702127659574468,1,0
0,1,0,72,0,89.85,0,False,False,True,True,True,True,True,True,6,True,1.2308219178082191,0,0
0,0,0,10,0,20.35,0,False,True,False,False,False,False,False,False,0,False,1.85,0,1
0,0,0,40,1,54.55,0,False,False,True,False,False,True,True,True,4,True,1.3304878048780486,0,0
0,0,0,31,0,99.45,0,True,False,False,False,True,True,True,True,4,True,3.1078125,0,0
0,1,0,68,0,70.9,0,False,False,True,True,True,True,False,False,4,True,1.027536231884058,0,0
0,1,1,68,0,25.4,0,False,True,False,False,False,False,False,False,0,True,0.3681159420289855,0,0
1,0,0,49,1,89.85,0,True,False,False,True,True,False,False,True,3,True,1.797,0,0
0,1,1,15,1,25.25,0,False,True,False,False,False,False,False,False,0,True,1.578125,1,1
0,1,0,50,1,69.65,0,False,False,False,False,True,True,True,False,3,True,1.365686274509804,0,1
1,0,0,24,0,70.0,0,True,False,False,False,False,False,False,False,0,True,2.8,1,0
0,1,1,35,0,20.1,0,False,True,False,False,False,False,False,False,0,True,0.5583333333333333,0,1
0,0,0,17,0,24.8,0,False,True,False,False,False,False,False,False,0,True,1.3777777777777778,1,1
0,0,0,10,1,95.1,0,True,False,False,False,False,True,True,True,3,False,8.645454545454545,1,0
0,1,0,68,1,88.85,0,False,False,True,True,True,True,True,True,6,True,1.2876811594202897,0,0
0,1,0,45,0,78.8,0,False,False,True,True,True,False,True,True,5,True,1.7130434782608694,0,0
0,1,0,37,0,20.35,0,False,True,False,False,False,False,False,False,0,True,0.5355263157894737,1,0
0,0,0,10,0,45.25,0,False,False,False,False,False,False,False,False,0,False,4.113636363636363,1,1
0,0,0,1,0,20.05,0,False,True,False,False,False,False,False,False,0,False,10.025,1,1
0,1,0,65,1,69.55,0,False,False,True,True,False,False,False,True,3,True,1.0537878787878787,0,1
0,1,1,57,0,19.5,0,False,True,False,False,False,False,False,False,0,True,0.33620689655172414,0,0
0,0,0,3,1,74.75,0,True,False,False,False,True,False,False,False,1,False,18.6875,1,1
0,0,0,49,1,30.2,0,False,False,False,False,True,False,False,False,1,True,0.604,1,0
0,1,0,70,0,57.8,0,False,False,False,True,True,True,True,True,5,True,0.8140845070422534,0,0
0,1,0,53,1,19.85,0,False,True,False,False,False,False,False,False,0,True,0.36759259259259264,0,0
0,1,1,53,0,25.55,0,False,True,False,False,False,False,False,False,0,True,0.47314814814814815,0,0
0,0,0,22,1,24.85,0,False,True,False,False,False,False,False,False,0,True,1.0804347826086957,1,0
1,0,0,65,1,110.35,0,True,False,True,False,True,True,True,True,5,True,1.6719696969696969,0,1
0,0,0,48,0,24.55,0,False,True,False,False,False,False,False,False,0,True,0.5010204081632653,0,0
0,0,0,3,0,107.95,0,True,False,False,True,True,False,True,True,4,False,26.9875,1,1
0,1,0,45,0,81.4,0,True,False,False,True,False,False,False,False,1,True,1.7695652173913046,1,0
0,1,0,61,1,73.8,0,False,False,False,False,True,True,True,True,4,True,1.1903225806451612,0,0
0,0,0,3,1,64.4,0,False,False,True,False,False,True,True,False,3,False,16.1,1,0
1,0,0,40,1,103.75,0,True,False,False,False,True,True,True,True,4,True,2.5304878048780486,0,0
0,0,0,1,0,71.1,0,True,False,False,False,False,False,False,False,0,False,35.55,1,1
0,0,0,1,1,49.9,0,False,False,False,False,False,True,False,False,1,False,24.95,1,1
